,y_true,y_pred
497,nv,nv
498,nv,nv
499,bkl,nv
500,bcc,nv
501,bkl,bcc
502,nv,nv
503,bcc,nv
504,nv,nv
505,nv,nv
506,nv,nv
507,nv,mel
508,nv,nv
509,df,nv
510,nv,nv
511,nv,nv
512,nv,nv
513,nv,nv
514,nv,nv
515,nv,nv
516,nv,nv
517,bkl,nv
518,nv,nv
519,nv,nv
520,nv,nv
521,nv,nv
522,nv,nv
523,nv,nv
524,akiec,akiec
525,bkl,akiec
526,nv,nv
527,nv,nv
528,bcc,nv
529,nv,nv
530,mel,bcc
531,bkl,nv
532,nv,nv
533,bkl,bkl
534,mel,mel
535,bkl,mel
536,vasc,nv
537,nv,nv
538,nv,nv
539,df,nv
540,nv,nv
541,nv,nv
542,nv,nv
543,nv,nv
544,nv,nv
545,nv,nv
546,mel,mel
547,nv,nv
548,nv,nv
549,nv,nv
550,nv,nv
551,mel,nv
552,mel,mel
553,nv,nv
554,nv,nv
555,nv,nv
556,bcc,bcc
557,nv,nv
558,nv,nv
559,nv,nv
560,nv,nv
561,nv,nv
562,bcc,bkl
563,mel,mel
564,nv,nv
565,nv,nv
566,akiec,bcc
567,nv,nv
568,nv,nv
569,mel,nv
570,nv,nv
571,nv,nv
572,bkl,nv
573,nv,nv
574,nv,nv
575,nv,nv
576,bkl,nv
577,nv,nv
578,mel,nv
579,nv,nv
580,akiec,akiec
581,nv,nv
582,nv,nv
583,nv,nv
584,nv,nv
585,nv,nv
586,nv,nv
587,nv,nv
588,nv,nv
589,nv,nv
590,nv,nv
591,nv,mel
592,nv,nv
593,nv,akiec
594,nv,nv
595,nv,nv
596,nv,nv
597,nv,nv
598,akiec,bcc
599,nv,nv
600,bkl,nv
601,nv,nv
602,nv,nv
603,nv,nv
604,bkl,bcc
605,nv,nv
606,bkl,mel
607,bkl,nv
608,bkl,bkl
609,nv,nv
610,nv,nv
611,nv,nv
612,bkl,bcc
613,nv,nv
614,mel,mel
615,nv,nv
616,bkl,bkl
617,nv,nv
618,bkl,mel
619,bkl,nv
620,nv,nv
621,nv,nv
622,bkl,bkl
623,nv,nv
624,nv,nv
625,mel,mel
626,nv,nv
627,mel,bcc
628,nv,nv
629,nv,nv
630,nv,nv
631,bkl,bkl
632,nv,nv
633,nv,nv
634,nv,nv
635,nv,nv
636,bkl,nv
637,nv,nv
638,nv,nv
639,akiec,bkl
640,nv,nv
641,nv,nv
642,mel,nv
643,nv,nv
644,nv,nv
645,nv,nv
646,nv,nv
647,bkl,nv
648,nv,nv
649,nv,nv
650,nv,nv
651,nv,nv
652,nv,nv
653,mel,nv
654,bcc,nv
655,bcc,bkl
656,nv,nv
657,bkl,mel
658,nv,nv
659,nv,nv
660,nv,nv
661,nv,nv
662,nv,nv
663,bkl,bcc
664,nv,bkl
665,nv,nv
666,nv,nv
667,bkl,bkl
668,nv,nv
669,bcc,nv
670,mel,mel
671,nv,nv
672,mel,nv
673,bkl,bkl
674,nv,nv
675,nv,nv
676,mel,nv
677,nv,nv
678,nv,bkl
679,nv,nv
680,nv,nv
681,vasc,nv
682,nv,mel
683,nv,nv
684,nv,nv
685,nv,nv
686,nv,nv
687,nv,mel
688,bkl,akiec
689,nv,nv
690,df,bcc
691,nv,nv
692,nv,nv
693,df,bkl
694,bkl,mel
695,bkl,bkl
696,nv,nv
697,nv,bkl
698,nv,nv
699,akiec,nv
700,nv,nv
701,mel,nv
702,mel,nv
703,nv,nv
704,nv,nv
705,nv,nv
706,nv,nv
707,mel,nv
708,nv,nv
709,nv,nv
710,nv,nv
711,nv,nv
712,nv,nv
713,nv,nv
714,nv,nv
715,nv,nv
716,akiec,bcc
717,df,nv
718,vasc,nv
719,bkl,mel
720,nv,nv
721,bkl,nv
722,nv,nv
723,nv,nv
724,mel,nv
725,nv,nv
726,nv,nv
727,nv,nv
728,nv,nv
729,nv,nv
730,nv,nv
731,bkl,bcc
732,mel,nv
733,nv,nv
734,nv,mel
735,nv,nv
736,mel,nv
737,bkl,bkl
738,mel,bkl
739,nv,nv
740,nv,nv
741,nv,nv
742,nv,nv
743,nv,nv
744,nv,nv
745,nv,nv
746,bkl,nv
747,nv,nv
748,nv,nv
749,nv,nv
750,bkl,mel
751,bkl,bkl
752,nv,nv
753,mel,nv
754,nv,nv
755,mel,bkl
756,nv,nv
757,nv,nv
758,nv,bkl
759,mel,nv
760,nv,nv
761,nv,nv
762,mel,nv
763,nv,nv
764,nv,nv
765,nv,nv
766,bkl,bkl
767,vasc,nv
768,nv,nv
769,vasc,bkl
770,nv,nv
771,nv,mel
772,nv,nv
773,df,nv
774,nv,nv
775,bkl,bkl
776,nv,nv
777,nv,nv
778,nv,mel
779,nv,nv
780,akiec,akiec
781,mel,nv
782,akiec,nv
783,mel,mel
784,mel,nv
785,nv,nv
786,nv,nv
787,nv,nv
788,nv,nv
789,bcc,bcc
790,nv,nv
791,nv,nv
792,nv,nv
793,nv,nv
794,nv,nv
795,nv,nv
796,nv,nv
797,nv,nv
798,nv,nv
799,nv,nv
800,nv,nv
801,nv,nv
802,nv,nv
803,bkl,bcc
804,nv,mel
805,nv,nv
806,nv,nv
807,df,nv
808,bkl,nv
809,nv,nv
810,nv,nv
811,akiec,nv
812,nv,nv
813,nv,nv
814,mel,nv
815,nv,nv
816,nv,nv
817,nv,mel
818,bkl,nv
819,bkl,nv
820,nv,nv
821,nv,nv
822,nv,nv
823,bcc,bkl
824,bkl,bkl
825,nv,nv
826,bcc,nv
827,nv,nv
828,nv,nv
829,bkl,bkl
830,akiec,bcc
831,nv,nv
832,nv,nv
833,mel,mel
834,nv,nv
835,mel,mel
836,nv,nv
837,nv,mel
838,akiec,bkl
839,mel,bkl
840,bcc,bcc
841,nv,nv
842,akiec,bkl
843,nv,nv
844,nv,bkl
845,bcc,nv
846,akiec,nv
847,mel,nv
848,nv,bkl
849,nv,nv
850,mel,nv
851,nv,nv
852,nv,nv
853,akiec,mel
854,nv,nv
855,akiec,bcc
856,nv,nv
857,nv,nv
858,nv,nv
859,nv,nv
860,mel,bkl
861,nv,nv
862,nv,nv
863,bcc,bcc
864,nv,nv
865,bkl,bkl
866,nv,bkl
867,nv,nv
868,nv,nv
869,nv,nv
870,nv,nv
871,nv,nv
872,nv,nv
873,nv,nv
874,nv,nv
875,nv,nv
876,nv,nv
877,bcc,nv
878,nv,nv
879,nv,nv
880,nv,nv
881,bkl,bkl
882,nv,nv
883,nv,nv
884,nv,nv
885,nv,mel
886,nv,nv
887,nv,nv
888,nv,nv
889,nv,nv
890,akiec,nv
891,nv,nv
892,bkl,bkl
893,bkl,akiec
894,nv,nv
895,nv,nv
896,mel,nv
897,bkl,mel
898,bkl,nv
899,nv,nv
900,mel,bcc
901,nv,nv
902,nv,nv
903,bkl,nv
904,mel,nv
905,nv,nv
906,nv,nv
907,bkl,bkl
908,bkl,bkl
909,nv,nv
910,nv,nv
911,nv,nv
912,bkl,nv
913,akiec,akiec
914,nv,nv
915,nv,nv
916,nv,nv
917,nv,nv
918,bkl,nv
919,nv,nv
920,nv,nv
921,nv,nv
922,nv,nv
923,nv,nv
924,nv,nv
925,nv,nv
926,bkl,nv
927,nv,nv
928,akiec,nv
929,nv,nv
930,mel,nv
931,mel,nv
932,nv,bkl
933,nv,nv
934,nv,nv
935,nv,nv
936,nv,nv
937,nv,nv
938,nv,nv
939,nv,nv
940,nv,mel
941,nv,nv
942,akiec,bcc
943,bkl,bkl
944,nv,nv
945,nv,nv
946,nv,nv
947,bcc,akiec
948,df,nv
949,nv,nv
950,nv,nv
951,mel,mel
952,nv,bkl
953,bkl,nv
954,bcc,nv
955,nv,nv
956,bkl,nv
957,nv,nv
958,nv,nv
959,nv,nv
960,mel,mel
961,bkl,bkl
962,nv,nv
963,nv,nv
964,nv,mel
965,nv,bkl
966,mel,mel
967,nv,nv
968,bkl,nv
969,bkl,bcc
970,nv,bkl
971,nv,nv
972,akiec,mel
973,mel,nv
974,nv,nv
975,nv,nv
976,nv,nv
977,nv,nv
978,mel,nv
979,nv,nv
980,nv,nv
981,bkl,nv
982,nv,nv
983,nv,nv
984,nv,nv
985,nv,nv
986,bkl,nv
987,nv,nv
988,nv,nv
989,bkl,nv
990,mel,nv
991,mel,nv
992,nv,nv
993,bcc,nv
994,nv,nv
995,nv,mel
996,nv,nv
997,nv,nv
998,nv,nv
999,vasc,nv
1000,bcc,bcc
1001,nv,nv
1002,nv,nv
1003,mel,nv
1004,df,bcc
1005,mel,mel
1006,nv,nv
1007,akiec,bcc
1008,nv,nv
1009,nv,nv
1010,nv,nv
1011,nv,nv
1012,nv,nv
1013,mel,bkl
1014,mel,mel
1015,nv,bkl
1016,mel,nv
1017,bcc,akiec
1018,nv,nv
1019,nv,nv
1020,nv,nv
1021,bkl,mel
1022,nv,nv
1023,bcc,mel
1024,df,nv
1025,nv,nv
1026,nv,nv
1027,bkl,nv
1028,nv,bcc
1029,nv,nv
1030,nv,nv
1031,mel,nv
1032,bkl,bkl
1033,nv,nv
1034,nv,nv
1035,mel,nv
1036,nv,nv
1037,nv,nv
1038,nv,nv
1039,nv,nv
1040,nv,nv
1041,nv,nv
1042,nv,nv
1043,nv,nv
1044,nv,nv
1045,nv,nv
1046,nv,nv
1047,nv,nv
1048,nv,nv
1049,nv,nv
1050,nv,bcc
1051,nv,nv
1052,mel,nv
1053,nv,nv
1054,nv,nv
1055,nv,nv
1056,nv,nv
1057,mel,mel
1058,nv,nv
1059,nv,nv
1060,nv,nv
1061,nv,nv
1062,nv,nv
1063,bkl,nv
1064,bkl,df
1065,mel,mel
1066,nv,nv
1067,akiec,bkl
1068,nv,nv
1069,bkl,nv
1070,nv,nv
1071,nv,nv
1072,nv,nv
1073,bkl,nv
1074,nv,nv
1075,bkl,mel
1076,nv,nv
1077,nv,nv
1078,nv,nv
1079,bkl,akiec
1080,nv,nv
1081,nv,nv
1082,bcc,nv
1083,nv,nv
1084,bkl,bkl
1085,nv,nv
1086,nv,bkl
1087,bcc,nv
1088,nv,nv
1089,nv,nv
1090,nv,nv
1091,bkl,bkl
1092,nv,nv
1093,nv,nv
1094,nv,nv
1095,nv,nv
1096,bcc,nv
1097,nv,nv
1098,nv,nv
1099,akiec,bcc
1100,nv,nv
1101,nv,nv
1102,mel,mel
1103,nv,nv
1104,nv,mel
1105,nv,nv
1106,nv,nv
1107,nv,nv
1108,mel,nv
1109,nv,nv
1110,nv,nv
1111,nv,nv
1112,nv,mel
1113,nv,nv
1114,nv,nv
1115,nv,nv
1116,nv,nv
1117,nv,nv
1118,akiec,bkl
1119,nv,nv
1120,nv,nv
1121,bcc,nv
1122,nv,nv
1123,nv,nv
1124,bcc,bcc
1125,nv,nv
1126,nv,nv
1127,nv,nv
1128,nv,nv
1129,nv,nv
1130,nv,nv
1131,nv,nv
1132,nv,nv
1133,nv,nv
1134,nv,nv
1135,mel,nv
1136,bkl,bcc
1137,nv,nv
1138,nv,nv
1139,nv,nv
1140,mel,nv
1141,nv,nv
1142,nv,nv
1143,nv,nv
1144,nv,nv
1145,nv,nv
1146,nv,nv
1147,nv,nv
1148,nv,nv
1149,nv,nv
1150,nv,nv
1151,akiec,nv
1152,nv,nv
1153,nv,nv
1154,nv,nv
1155,mel,bkl
1156,nv,nv
1157,mel,nv
1158,mel,nv
1159,akiec,nv
1160,nv,mel
1161,bkl,bkl
1162,nv,mel
1163,nv,nv
1164,bkl,nv
1165,nv,nv
1166,nv,nv
1167,nv,nv
1168,nv,mel
1169,bkl,bkl
1170,mel,nv
1171,nv,nv
1172,nv,nv
1173,nv,nv
1174,nv,nv
1175,mel,nv
1176,mel,mel
1177,nv,nv
1178,vasc,nv
1179,nv,mel
1180,bcc,bcc
1181,akiec,akiec
1182,nv,nv
1183,nv,nv
1184,nv,bkl
1185,nv,nv
1186,nv,nv
1187,nv,bcc
1188,mel,nv
1189,mel,nv
1190,nv,nv
1191,mel,mel
1192,nv,nv
1193,nv,nv
1194,akiec,akiec
1195,bkl,bcc
1196,bcc,bkl
1197,nv,nv
1198,nv,nv
1199,nv,nv
1200,mel,nv
1201,nv,bkl
1202,bkl,nv
1203,nv,nv
1204,mel,bkl
1205,nv,nv
1206,nv,nv
1207,nv,nv
1208,nv,nv
1209,mel,nv
1210,df,bcc
1211,mel,nv
1212,nv,nv
1213,nv,nv
1214,nv,nv
1215,nv,nv
1216,nv,nv
1217,nv,nv
1218,nv,nv
1219,nv,nv
1220,nv,nv
1221,nv,nv
1222,bkl,bcc
1223,nv,nv
1224,akiec,nv
1225,mel,nv
1226,nv,nv
1227,bkl,nv
1228,bcc,bcc
1229,nv,nv
1230,mel,nv
1231,bkl,bkl
1232,bkl,nv
1233,nv,nv
1234,bkl,bcc
1235,mel,nv
1236,nv,nv
1237,nv,nv
1238,nv,mel
1239,nv,nv
1240,nv,mel
1241,nv,nv
1242,nv,nv
1243,nv,nv
1244,bkl,bcc
1245,bcc,nv
1246,nv,nv
1247,akiec,mel
1248,nv,nv
1249,bkl,bkl
1250,nv,nv
1251,mel,bkl
1252,nv,mel
1253,nv,nv
1254,mel,nv
1255,vasc,nv
1256,nv,nv
1257,nv,nv
1258,nv,nv
1259,bkl,nv
1260,nv,nv
1261,nv,nv
1262,nv,nv
1263,nv,nv
1264,df,bkl
1265,nv,nv
1266,nv,mel
1267,mel,mel
1268,nv,nv
1269,nv,nv
1270,mel,nv
1271,nv,nv
1272,nv,nv
1273,nv,nv
1274,nv,nv
1275,mel,nv
1276,nv,nv
1277,nv,nv
1278,nv,mel
1279,akiec,nv
1280,bkl,nv
1281,nv,nv
1282,nv,nv
1283,nv,nv
1284,bkl,nv
1285,nv,nv
1286,nv,nv
1287,nv,nv
1288,nv,nv
1289,nv,nv
1290,bkl,nv
1291,nv,nv
1292,mel,nv
1293,nv,nv
1294,nv,nv
1295,nv,nv
1296,nv,nv
1297,nv,nv
1298,nv,nv
1299,nv,nv
1300,nv,nv
1301,nv,nv
1302,mel,nv
1303,bkl,nv
1304,nv,nv
1305,nv,nv
1306,nv,nv
1307,nv,nv
1308,nv,nv
1309,nv,nv
1310,nv,nv
1311,nv,bcc
1312,nv,nv
1313,nv,nv
1314,bkl,bkl
1315,nv,nv
1316,bkl,bkl
1317,nv,nv
1318,nv,nv
1319,vasc,nv
1320,nv,nv
1321,mel,nv
1322,nv,nv
1323,nv,mel
1324,nv,nv
1325,nv,bcc
1326,nv,nv
1327,nv,bkl
1328,nv,nv
1329,nv,nv
1330,mel,mel
1331,mel,mel
1332,bkl,bkl
1333,nv,nv
1334,nv,nv
1335,bcc,mel
1336,mel,bkl
1337,vasc,nv
1338,nv,nv
1339,nv,nv
1340,nv,nv
1341,nv,nv
1342,nv,nv
1343,nv,nv
1344,bkl,bkl
1345,bkl,bkl
1346,nv,nv
1347,nv,nv
1348,nv,nv
1349,nv,nv
1350,nv,nv
1351,mel,nv
1352,nv,nv
1353,nv,nv
1354,nv,nv
1355,nv,nv
1356,nv,nv
1357,nv,nv
1358,bkl,nv
1359,nv,nv
1360,nv,nv
1361,nv,mel
1362,nv,mel
1363,bkl,bkl
1364,nv,nv
1365,mel,nv
1366,nv,mel
1367,akiec,akiec
1368,nv,nv
1369,bkl,nv
1370,nv,bkl
1371,nv,nv
1372,nv,nv
1373,nv,bcc
1374,nv,nv
1375,nv,nv
1376,bkl,nv
1377,nv,nv
1378,nv,nv
1379,bkl,nv
1380,bkl,bkl
1381,nv,nv
1382,nv,nv
1383,nv,mel
1384,bkl,nv
1385,nv,nv
1386,nv,nv
1387,nv,nv
1388,nv,nv
1389,bkl,bkl
1390,nv,nv
1391,nv,nv
1392,nv,nv
1393,nv,nv
1394,nv,nv
1395,nv,nv
1396,nv,nv
1397,nv,nv
1398,mel,mel
1399,nv,nv
1400,nv,nv
1401,nv,nv
1402,nv,nv
1403,bkl,bkl
1404,mel,nv
1405,bkl,bkl
1406,nv,nv
1407,mel,nv
1408,nv,nv
1409,nv,nv
1410,nv,bkl
1411,nv,nv
1412,nv,nv
1413,mel,bcc
1414,akiec,bkl
1415,nv,nv
1416,bkl,bcc
1417,nv,nv
1418,mel,nv
1419,bcc,bcc
1420,bcc,bcc
1421,mel,nv
1422,nv,nv
1423,nv,nv
1424,nv,nv
1425,nv,nv
1426,nv,nv
1427,nv,nv
1428,nv,nv
1429,nv,nv
1430,nv,nv
1431,nv,nv
1432,nv,nv
1433,nv,nv
1434,nv,nv
1435,nv,nv
1436,nv,nv
1437,mel,mel
1438,nv,nv
1439,nv,nv
1440,nv,nv
1441,nv,nv
1442,nv,nv
1443,nv,nv
1444,bcc,mel
1445,mel,mel
1446,mel,mel
1447,nv,bkl
1448,nv,nv
1449,nv,nv
1450,nv,nv
1451,nv,nv
1452,nv,nv
1453,bkl,akiec
1454,bkl,bkl
1455,bkl,bkl
1456,nv,nv
1457,bcc,bcc
1458,nv,nv
1459,nv,nv
1460,nv,nv
1461,mel,bcc
1462,nv,mel
1463,nv,nv
1464,mel,mel
1465,nv,nv
1466,nv,nv
1467,nv,nv
1468,nv,nv
1469,mel,bkl
1470,nv,nv
1471,mel,nv
1472,nv,nv
1473,nv,nv
1474,mel,nv
1475,mel,nv
1476,nv,nv
1477,nv,bkl
1478,mel,nv
1479,nv,nv
1480,nv,nv
1481,nv,nv
1482,akiec,mel
1483,bkl,bkl
1484,bkl,nv
1485,nv,nv
1486,nv,nv
1487,nv,nv
1488,nv,nv
1489,nv,mel
1490,nv,nv
1491,nv,nv
1492,bcc,bcc
1493,nv,nv
1494,bkl,bkl
1495,nv,nv
1496,mel,nv
1497,nv,nv
1498,nv,nv
1499,mel,akiec
1500,nv,nv
1501,bkl,nv
1502,nv,nv
1503,bkl,bkl
1504,nv,nv
1505,nv,nv
1506,bkl,nv
1507,nv,nv
1508,nv,bkl
1509,nv,nv
1510,mel,bkl
1511,nv,nv
1512,nv,nv
1513,nv,nv
1514,nv,bkl
1515,nv,mel
1516,nv,bkl
1517,nv,nv
1518,nv,nv
1519,nv,nv
1520,nv,nv
1521,df,bkl
1522,nv,nv
1523,nv,nv
1524,bkl,nv
1525,df,nv
1526,nv,nv
1527,nv,nv
1528,nv,nv
1529,mel,nv
1530,nv,nv
1531,bcc,nv
1532,bkl,nv
1533,nv,nv
1534,nv,nv
1535,bkl,nv
1536,nv,nv
1537,mel,nv
1538,nv,nv
1539,nv,nv
1540,akiec,mel
1541,nv,nv
1542,mel,nv
1543,nv,nv
1544,df,bkl
1545,nv,nv
1546,nv,nv
1547,mel,nv
1548,akiec,bkl
1549,akiec,akiec
1550,nv,nv
1551,bkl,bkl
1552,akiec,bcc
1553,nv,bkl
1554,nv,nv
1555,nv,nv
1556,akiec,bkl
1557,nv,nv
1558,nv,nv
1559,mel,mel
1560,nv,nv
1561,nv,nv
1562,nv,nv
1563,bkl,nv
1564,nv,nv
1565,nv,nv
1566,nv,nv
1567,nv,nv
1568,bcc,nv
1569,nv,nv
1570,nv,nv
1571,mel,mel
1572,nv,nv
1573,nv,nv
1574,nv,nv
1575,nv,nv
1576,bkl,nv
1577,nv,nv
1578,nv,nv
1579,nv,nv
1580,nv,nv
1581,nv,nv
1582,nv,nv
1583,akiec,bkl
1584,mel,nv
1585,bcc,akiec
1586,nv,nv
1587,nv,nv
1588,akiec,mel
1589,bcc,nv
1590,nv,nv
1591,nv,nv
1592,bcc,nv
1593,mel,nv
1594,nv,nv
1595,mel,bkl
1596,nv,nv
1597,vasc,bcc
1598,nv,nv
1599,bcc,nv
1600,nv,nv
1601,nv,nv
